location,bath,balcony,price,total_sqft_int,bhk,price_per_sqft
Sarjapur  Road,2,3,69.5,1309,2,5309.396486
Sarjapur  Road,3,2,100,1691,3,5913.660556
Sarjapur  Road,2,0,80,1367,2,5852.231163
Sarjapur  Road,4,1,148,1984,3,7459.677419
Sarjapur  Road,2,1,74.03,1346,2,5500
Sarjapur  Road,2,1,58,1112,2,5215.827338
Sarjapur  Road,2,1.584375738,75,1340,2,5597.014925
Sarjapur  Road,3,2,275,3500,3,7857.142857
Sarjapur  Road,2,1,70,1132,2,6183.745583
Sarjapur  Road,5,1,195,2425,4,8041.237113
"Sarjapur Road, ",3,2,115,1929,3,5961.638154
"Sarjapur Road, ",4,3,173,2425,4,7134.020619
"Sarjapur Road, ",3,2,97,1636,3,5929.095355
"Sarjapur Road, ",3,2,139,1936,3,7179.752066
"Sarjapur Road, ",2,1,76,1275,2,5960.784314
"Sarjapur Road, ",2,1,64,1182,2,5414.551607
Sarjapura - Attibele Road,2,1,48,1330,3,3609.022556
Sarjapura - Attibele Road,2,2,45.95,1329,3,3457.486832
Sarjapura - Attibele Road,2,1,22.8,829,2,2750.301568
Sarjapura - Attibele Road,3,3,85,2400,3,3541.666667
Sarjapura - Attibele Road,2,2,28.41,1033,2,2750.242014
Sarjapura - Attibele Road,3,3,52,1676,3,3102.625298
Sarjapura - Attibele Road,3,2,90,1800,3,5000
Sarjapura - Attibele Road,2,2,37,1308,2,2828.746177
Sarjapura - Attibele Road,2,2,31.77,1073,2,2960.857409
Sarjapura - Attibele Road,2,1,49,1330,3,3684.210526
Sarjapura - Attibele Road,2,1,37,1090,2,3394.495413
Sarjapura - Attibele Road,2,1,36,1126,2,3197.158082
Sarjapura - Attibele Road,1,1,23.65,740,1,3195.945946
Sarjapura - Attibele Road,3,3,52,1555,3,3344.051447
Sarvabhouma Nagar,1,0,24,500,1,4800
Sathya Layout,2,2,100,1504,3,6648.93617
Sathya Layout,2,2,102,1504,3,6781.914894
Sathya Sai Layout,4,1.584375738,600,5500,4,10909.09091
Sathya Sai Layout,4,3,360,4104,4,8771.929825
Sathya Sai Layout,4,2,345,4041,4,8537.49072
Sector 1 HSR Layout,3,2,155,1840,3,8423.913043
Sector 1 HSR Layout,3,2,150,1533,3,9784.735812
Sector 1 HSR Layout,3,2,150,1804,3,8314.855876
Sector 1 HSR Layout,3,3,83,1720,3,4825.581395
Sector 1 HSR Layout,3,2,86,1684,3,5106.888361
Sector 2 HSR Layout,2,1,75,1296,2,5787.037037
Sector 2 HSR Layout,1,1,60,794,1,7556.675063
Sector 2 HSR Layout,2,2,65,1143,2,5686.789151
Sector 2 HSR Layout,3,1.584375738,110,1665,3,6606.606607
Sector 2 HSR Layout,3,1.584375738,80,1512,3,5291.005291
Sector 2 HSR Layout,2,2,101,1332,2,7582.582583
Sector 2 HSR Layout,3,2,90,1600,3,5625
Sector 2 HSR Layout,2,3,66,1231,2,5361.49472
Sector 6 HSR Layout,5,2,260,3000,4,8666.666667
Sector 6 HSR Layout,3,0,580,3800,3,15263.15789
Sector 6 HSR Layout,5,1.584375738,270,3000,4,9000
Sector 7 HSR Layout,5,1,275,3000,4,9166.666667
Sector 7 HSR Layout,2,2,98.86,1163,2,8500.429923
Sector 7 HSR Layout,3,2,145,1760,3,8238.636364
Sector 7 HSR Layout,3,2,300,3900,3,7692.307692
Sector 7 HSR Layout,2,1,98.86,1163,2,8500.429923
Sector 7 HSR Layout,2,2,115,1342,2,8569.299553
Sector 7 HSR Layout,3,2,160,1760,3,9090.909091
Sector 7 HSR Layout,3,2,142,1760,3,8068.181818
Sector 7 HSR Layout,2,3,195,2400,3,8125
Sector 7 HSR Layout,3,2,185,1760,3,10511.36364
Sector 7 HSR Layout,2,2,98.77,1162,2,8500
Seegehalli,2,1,35.14,901,2,3900.110988
Seegehalli,1,0,50,800,2,6250
Seegehalli,2,2,37.5,1118,2,3354.203936
Seegehalli,2,0,62,1200,3,5166.666667
Seegehalli,2,0,72,1155,2,6233.766234
Seegehalli,4,2,82,1830,3,4480.874317
Seegehalli,3,1,235,4000,3,5875
Seegehalli,2,1,41,1096,2,3740.875912
Seegehalli,2,1,27,920,2,2934.782609
Seegehalli,3,3,68,1553,3,4378.622022
Seegehalli,3,3,120,1639,3,7321.537523
Seegehalli,4,2,235,3000,3,7833.333333
Seegehalli,2,2,45,1134,2,3968.253968
Seegehalli,3,3,80,1683,3,4753.416518
Seegehalli,2,2,50,1176,2,4251.70068
Seegehalli,4,2,240,3000,3,8000
Seetharampalya,3,3,88,1515,3,5808.580858
Seetharampalya,2,1,53,1166,2,4545.454545
Seetharampalya,2,1,55,1100,2,5000
Seetharampalya,3,2,68,1350,3,5037.037037
Seetharampalya,3,3,90,1500,3,6000
Seetharampalya,2,2,73,1360,3,5367.647059
Seshadripuram,2,1,164,1217,2,13475.76007
Shampura,4,2,150,2650,4,5660.377358
Shampura,2,3,53,1200,2,4416.666667
Shampura,1,2,35,700,2,5000
Shampura,3,1,70,1400,3,5000
Shampura,3,3,78,1475,3,5288.135593
Shampura,3,3,75,1700,3,4411.764706
Shankarapuram,4,2,350,3060,4,11437.9085
Shankarapuram,2,1,100,925,2,10810.81081
Shanthala Nagar,2,2,200,1630,2,12269.93865
Shanthala Nagar,1,0,230,1450,2,15862.06897
Shanthala Nagar,3,2,180,1600,3,11250
Shanthala Nagar,4,1.584375738,460,3290,3,13981.76292
Shanthi Layout,3,0,87,1280,3,6796.875
Shanti Nagar,2,1,165,1602,3,10299.62547
Shanti Nagar,2,1,170,1602,3,10611.73533
Shanti Nagar,4,1.584375738,240,3000,4,8000
Shanti Nagar,2,1.584375738,74,1130,2,6548.672566
Shanti Nagar,2,1,75,1130,2,6637.168142
Shanti Nagar,3,0,180,2250,3,8000
Shantiniketan Layout,2,1,115,1500,2,7666.666667
Shantiniketan Layout,3,2,108,2072,3,5212.355212
Shantiniketan Layout,2,2,48,925,2,5189.189189
Shantiniketan Layout,5,3,142,2710,4,5239.852399
Shettigere,1,1,35,660,1,5303.030303
Shetty Halli,5,3,550,8000,5,6875
Shikaripalya,2,1,43.72,1121,2,3900.089206
Shikaripalya,3,2,56.24,1442,3,3900.138696
Shikaripalya,2,1,67,1555,3,4308.681672
Shikaripalya,3,2,59.75,1532,3,3900.130548
Shikaripalya,2,1,39.98,1025,2,3900.487805
Shingapura,2,0,45,1350,1,3333.333333
Shingapura,2,1,60,1255,3,4780.876494
Shivaji Nagar,2,2,55,850,2,6470.588235
Shivaji Nagar,3,3,130,1554,2,8365.508366
Shivaji Nagar,2,0,110,2200,2,5000
Shivaji Nagar,1,1,306,3820,1,8010.471204
Shivaji Nagar,2,1,49.5,703,2,7041.251778
Shivaji Nagar,2,1,90,1460,3,6164.383562
Shivaji Nagar,2,2,60,1226,3,4893.964111
Shree Ananth Nagar Layout,2,2,59,2040,2,2892.156863
Shree Ananth Nagar Layout,2,1,45,1176,3,3826.530612
Shree Ananth Nagar Layout,2,2,38,1080,2,3518.518519
Siddapura,3,2,800,14000,4,5714.285714
Siddapura,2,1,105,1275,2,8235.294118
Siddapura,2,2,90,1150,2,7826.086957
Siddapura,4,2,400,5480,3,7299.270073
Sidedahalli,2,0,27,900,2,3000
Sidedahalli,1,1,52.3,900,1,5811.111111
Sidedahalli,2,0,20,750,2,2666.666667
Sidedahalli,2,0,25,900,2,2777.777778
Sidedahalli,1,0,50,1200,2,4166.666667
Silk Board,3,1,58,1300,3,4461.538462
Silk Board,2,1,60,1435,3,4181.184669
Silk Board,3,2,54,1250,3,4320
Silver Springs Layout,2,2,50,1084,2,4612.546125
Silver Springs Layout,2,3,70,1550,3,4516.129032
Singanayakanahalli,2,0,75,1480,3,5067.567568
Singapura Village,2,1,35,825,2,4242.424242
Singapura Village,2,1,45,985,2,4568.527919
Singapura Village,2,0,45,970,2,4639.175258
Singasandra,2,1.584375738,55,1030,2,5339.805825
Singasandra,2,1,52,1100,2,4727.272727
Singasandra,2,2,65,1300,2,5000
Singasandra,2,1,40,1010,2,3960.39604
Singasandra,2,3,58,1375,2,4218.181818
Singasandra,2,1,60,1120,2,5357.142857
Singasandra,3,2,75,1510,3,4966.887417
Singasandra,2,2,56,1179,2,4749.787956
Singasandra,2,2,67,1416,2,4731.638418
Singasandra,2,1,73,1476,3,4945.799458
Singasandra,2,1,45,1139.7,2,3948.407476
Singasandra,2,3,60,1465,2,4095.56314
Singasandra,3,2,85,1653,3,5142.165759
Singena Agrahara,3,2,115,1500,3,7666.666667
Sneha Colony,2,1,110,1050,2,10476.19048
Somasundara Palya,2,2,67,1255,2,5338.645418
Somasundara Palya,2,2,68,1448,2,4696.132597
Somasundara Palya,2,3,73,1178,2,6196.943973
Somasundara Palya,2,1,60,1260,2,4761.904762
Somasundara Palya,2,2,48,1033,2,4646.660213
Somasundara Palya,2,2,70,1329,2,5267.118134
Somasundara Palya,3,1.584375738,140,2372,3,5902.192243
Somasundara Palya,2,3,70,1185,2,5907.172996
Somasundara Palya,3,3,140,2400,4,5833.333333
Somasundara Palya,3,1.584375738,95,1650,3,5757.575758
Somasundara Palya,2,3,72,1186,2,6070.826307
Sompura,2,1,33,825,2,4000
Sompura,2,3,41,1020,2,4019.607843
Sompura,2,2,39,1126,2,3463.587922
Sompura,2,1,32,825,2,3878.787879
Sompura,2,3,45,1360,3,3308.823529
Sompura,2,2,47,1350,3,3481.481481
Sompura,3,2,85,2150,4,3953.488372
Sonnenahalli,2,1,43.75,896,2,4882.8125
Sonnenahalli,2,2,43,1120,2,3839.285714
Sonnenahalli,2,1,44,1100,2,4000
Sonnenahalli,2,1,50.53,1011,2,4998.021761
Sonnenahalli,1,0,30.715,614.5,1,4998.372661
Sonnenahalli,3,1,74.18,1484,3,4998.652291
Sonnenahalli,3,2,80.48,1610,3,4998.757764
Sonnenahalli,2,1,65,1415,3,4593.639576
Sonnenahalli,2,1,58,1268,2,4574.132492
Sonnenahalli,2,1,56,1268,2,4416.403785
Sonnenahalli,1,1,30.24,605,1,4998.347107
Sonnenahalli,3,1,75,1484,3,5053.908356
Soundarya Layout,2,2,32,960,2,3333.333333
Sri Balaji Krupa Layout,4,0,270,3200,4,8437.5
Sri Sai Layout,2,1.584375738,42.4,1195,2,3548.117155
Sri Venkateshpura Layout,2,1,49.5,1050,2,4714.285714
Srinagar,3,2,149,1080,3,13796.2963
Srinivas Colony,3,2,943,2750,3,34290.90909
Srinivasa Nagar,2,2,78.34,1180,3,6638.983051
Srinivasa Nagar,2,1,55,900,2,6111.111111
Srinivasa Nagar,2,1,45,900,2,5000
Srinivasa Nagar,2,2,75.6,1200,3,6300
Srirampura,2,3,55,1230,2,4471.544715
Srirampura,4,1.584375738,130,2736,4,4751.461988
Srirampuram,2,1,156,1485,3,10505.05051
Srirampuram,2,2,100,1200,3,8333.333333
St. John's Road,2,0,60,824,2,7281.553398
St. John's Road,4,2,630,4000,4,15750
Stage-4 Bommanahalli,2,2,55,1455,3,3780.068729
Stage-4 Bommanahalli,3,2,53,1400,3,3785.714286
Subash Nagar,2,0,55,900,2,6111.111111
Subramanyapura,2,0,50.17,929,2,5400.430571
Subramanyapura,2,2,52,1200,2,4333.333333
Subramanyapura,2,1,58,975,2,5948.717949
Subramanyapura,2,2,55,1277,2,4306.96946
Subramanyapura,2,1,58,985,2,5888.324873
Subramanyapura,2,1,68,1245,3,5461.84739
Subramanyapura,2,2,73,1313,2,5559.786748
Subramanyapura,2,2,66.5,1313,2,5064.737243
Subramanyapura,2,2,79,1255,3,6294.820717
Subramanyapura,3,2,72,1330,3,5413.533835
Subramanyapura,2,1,48,929,2,5166.846071
Subramanyapura,2,1,55,950,2,5789.473684
Subramanyapura,2,1,56,929,2,6027.987083
Subramanyapura,2,2,76,1260,3,6031.746032
Subramanyapura,2,1,55,960,2,5729.166667
Subramanyapura,2,1,73,1260,3,5793.650794
Subramanyapura,3,2,70,1278,3,5477.308294
Subramanyapura,2,2,49,929,2,5274.488698
Subramanyapura,2,1,75,1260,3,5952.380952
Subramanyapura,2,1,45,1000,2,4500
Subramanyapura,1,2,51,929,2,5489.77395
Subramanyapura,3,2,110,1880,3,5851.06383
Suddaguntepalya,3,2,55,1425,3,3859.649123
Suddaguntepalya,2,2,56,1400,3,4000
Sultan Palaya,2,1,45,1100,2,4090.909091
Sultan Palaya,2,2,45,900,2,5000
Sultan Palaya,3,3,80,1765,3,4532.577904
Sultan Palaya,2,1,65,1009,2,6442.021804
Sultan Palaya,5,2,325,5000,4,6500
Sultan Palaya,2,2,49,1070,2,4579.439252
Sunkadakatte,5,0,80,2000,4,4000
Sunkadakatte,3,1,68,1200,3,5666.666667
Sunkadakatte,1,0,24,600,1,4000
Surabhi Layout,3,2,120,1753,3,6845.407872
Surabhi Layout,3,1,120,1750,3,6857.142857
Suraksha Nagar,3,0,70,1569,3,4461.440408
Suraksha Nagar,3,2,62,1559,3,3976.908275
Suraksha Nagar,3,2,63,1563,3,4030.710173
Syndicate Bank Colony,4,3,240,1500,4,16000
T Dasarahalli,3,2,130,1200,3,10833.33333
T.C PALYA,2,0,75,1230,2,6097.560976
TC Palaya,3,1,98,1475,3,6644.067797
TC Palaya,2,0,60,1200,2,5000
TC Palaya,2,1,60,1240,2,4838.709677
TC Palaya,2,1,100,1500,3,6666.666667
TC Palaya,2,0,65,1200,2,5416.666667
TC Palaya,2,0,70,1200,2,5833.333333
TC Palaya,2,0,55,900,2,6111.111111
TC Palaya,3,3,302,4800,4,6291.666667
TC Palaya,2,0,64,1000,2,6400
TC Palaya,2,0,55,900,2,6111.111111
TC Palaya,2,0,66,1200,2,5500
TC Palaya,2,0,55,900,2,6111.111111
TC Palaya,2,0,55,900,2,6111.111111
TC Palaya,2,0,65,1200,2,5416.666667
TC Palaya,2,0,75,1500,2,5000
TC Palaya,2,0,70,1000,2,7000
TC Palaya,2,0,65,1100,2,5909.090909
TC Palaya,2,2,80,1800,2,4444.444444
TC Palaya,2,1,70,1200,2,5833.333333
TC Palaya,1,0,55,1350,1,4074.074074
TC Palaya,2,0,55,900,2,6111.111111
TC Palaya,2,0,55,900,2,6111.111111
TC Palaya,2,2,64,1082,2,5914.972274
TC Palaya,2,2,55,1152,2,4774.305556
Tala Cauvery Layout,3,3,100,1580,3,6329.113924
Tala Cauvery Layout,2,3,61,1030,2,5922.330097
Tala Cauvery Layout,2,3,77,1340,2,5746.268657
Talaghattapura,3,2,131,1868,3,7012.847966
Talaghattapura,3,0,120,2038.5,3,5886.681383
Talaghattapura,3,2,126,2106,3,5982.905983
Talaghattapura,3,1,121,1868,3,6477.51606
Talaghattapura,3,2,126,2106,3,5982.905983
Talaghattapura,3,1,135,1868,3,7226.980728
Talaghattapura,3,2,135,1856,3,7273.706897
Talaghattapura,3,1,120,1868,3,6423.982869
Talaghattapura,3,1,115,1804,3,6374.722838
Talaghattapura,3,2,135,1856,3,7273.706897
Talaghattapura,3,2,153,2254,3,6787.932564
Talaghattapura,3,3,148,2106,3,7027.540361
Talaghattapura,3,2,135,1856,3,7273.706897
Talaghattapura,3,3,159,2273,3,6995.160581
Talaghattapura,3,3,147,2099,3,7003.334921
Talaghattapura,2,0,50,1100,2,4545.454545
Talaghattapura,2,1,49.49,1100,2,4499.090909
Talaghattapura,3,2,80,1575,3,5079.365079
Talaghattapura,3,2,145,2273,3,6379.234492
Talaghattapura,2,2,62,1175,2,5276.595745
Talaghattapura,3,2,127,1804,3,7039.911308
Talaghattapura,2,1,42.48,1062,2,4000
Talaghattapura,3,0,122,2038.5,3,5984.79274
Talaghattapura,3,1,84,1800,3,4666.666667
Talaghattapura,3,3,159,2265,3,7019.86755
Talaghattapura,3,2,134,2099,3,6383.992377
Tasker Town,2,1,60,950,2,6315.789474
Tasker Town,1,1,55,930,2,5913.978495
Tata Nagar,3,2,70,1500,3,4666.666667
Tata Nagar,3,2,67,1504,3,4454.787234
Tavarekere,3,2,90,2700,4,3333.333333
Teachers Colony,4,2,240,3000,4,8000
Tejaswini Nagar,2,2,75,1425,3,5263.157895
Tejaswini Nagar,3,1,59,1550,3,3806.451613
Tejaswini Nagar,2,1,54,1410,3,3829.787234
Tejaswini Nagar,2,1,54,1410,3,3829.787234
Tejaswini Nagar,1,2,28,720,1,3888.888889
Telecom Layout,1,1,54,1200,2,4500
Telecom Layout,2,1,54,1200,2,4500
Thanisandra,2,3,80,1296,2,6172.839506
Thanisandra,3,2,145,2144,3,6763.059701
Thanisandra,2,2,83,1296,2,6404.320988
Thanisandra,3,2,135,2144,3,6296.641791
Thanisandra,2,2,70,1093,2,6404.391583
Thanisandra,2,1,79,1265,3,6245.059289
Thanisandra,3,3,97.38,1651,3,5898.243489
Thanisandra,2,2,85,1265,2,6719.367589
Thanisandra,3,1,101,1564,3,6457.800512
Thanisandra,3,2,123,1847,3,6659.447753
Thanisandra,3,2,114,1697,3,6717.737183
Thanisandra,5,0,160,3500,6,4571.428571
Thanisandra,3,2,95,1573,3,6039.41513
Thanisandra,3,3,122,1917,3,6364.110589
Thanisandra,1,1,34.3,693,1,4949.494949
Thanisandra,2,1,68,1098,2,6193.078324
Thanisandra,1,2,50.3,760,1,6618.421053
Thanisandra,3,2,112,2002,3,5594.405594
Thanisandra,3,2,115,1697,3,6776.664702
Thanisandra,1,1,62.1,1380,1,4500
Thanisandra,1,1,60.84,923,1,6591.549296
Thanisandra,1,1,45.69,923,1,4950.162514
Thanisandra,2,2,72,1296,2,5555.555556
Thanisandra,3,2,102,1698,3,6007.067138
Thanisandra,3,1,93.04,1411,3,6593.905032
Thanisandra,3,2,135,1996,3,6763.527054
Thanisandra,3,1,115,1801,3,6385.341477
Thanisandra,2,2,82,1265,2,6482.213439
Thanisandra,4,2,113,1917,3,5894.627021
Thanisandra,1,1,42,662,1,6344.410876
Thanisandra,3,2,130,1948,3,6673.511294
Thanisandra,2,1,74,1098,2,6739.526412
Thanisandra,3,1,104,1564,3,6649.616368
Thanisandra,3,2,135,2127,3,6346.96756
Thanisandra,2,2,75,1276,2,5877.742947
Thanisandra,1,1,34.3,693,1,4949.494949
Thanisandra,5,2,135,2259,4,5976.095618
Thanisandra,2,1,78,1265,2,6166.007905
Thanisandra,2,2,55,934,2,5888.650964
Thanisandra,2,2,68,1056,2,6439.393939
Thanisandra,3,1,110,1595,3,6896.551724
Thanisandra,3,1,93.15,1411,3,6601.700921
Thanisandra,2,1,68.1,1093,2,6230.558097
Thanisandra,2,2,72,1093,2,6587.374199
Thanisandra,3,2,107,1698,3,6301.531213
Thanisandra,3,1,105,1564,3,6713.554987
Thanisandra,2,1,83,1265,2,6561.264822
Thanisandra,1,0,35.285,784,1,4500.637755
Thanisandra,2,1,56,965,2,5803.108808
Thanisandra,3,1,95,1546,3,6144.890039
Thanisandra,1,0,38.535,777,1,4959.459459
Thanisandra,3,2,110,1697,3,6482.027107
Thanisandra,3,1,88,1492,3,5898.123324
Thanisandra,3,2,122,2072,3,5888.030888
Thanisandra,3,3,120,1880,3,6382.978723
Thanisandra,1,2,50,760,1,6578.947368
Thanisandra,2,1,58,933,1,6216.505895
Thanisandra,3,2,110,1917,3,5738.132499
Thanisandra,4,1,123,1996,3,6162.324649
Thanisandra,2,1,77.25,1183,2,6530.008453
Thanisandra,3,1,88,1491,3,5902.079142
Thanisandra,1,1,29,662,1,4380.664653
Thanisandra,3,2,100,1564,3,6393.861893
Thanisandra,1,0,45,662,1,6797.583082
Thanisandra,3,2,98,1573,3,6230.133503
Thanisandra,2,1,83,1262,3,6576.862124
Thanisandra,2,2,65,1056,2,6155.30303
Thanisandra,3,2,115,1702,3,6756.756757
Thanisandra,2,2,75,1343,2,5584.512286
Thanisandra,4,2,122,1935,3,6304.909561
Thanisandra,2,1,55,933,2,5894.962487
Thanisandra,2,1,77.3,1183,2,6534.234996
Thanisandra,1,0,38,662,1,5740.181269
Thanisandra,2,1,72,1265,2,5691.699605
Thanisandra,3,1,105,1595,3,6583.0721
Thanisandra,1,1,27.5,580,1,4741.37931
Thanisandra,4,2,139,2087,3,6660.277911
Thanisandra,2,1,71,1098,2,6466.302368
Thanisandra,3,1,93.25,1411,3,6608.788094
Thanisandra,3,1,112,1732,3,6466.512702
Thanisandra,1,1,61,933,1,6538.049303
Thanisandra,3,2,107,1702,3,6286.721504
Thanisandra,1,0,34.355,747,1,4599.062918
Thanisandra,4,1,125,2030,3,6157.635468
Thanisandra,4,2,129,1948,4,6622.176591
Thanisandra,3,1,90,1573,3,5721.551176
Thanisandra,2,2,70,1056,2,6628.787879
Thanisandra,3,2,96,1595,3,6018.808777
Thanisandra,2,1,83.05,1245,2,6670.682731
Thanisandra,2,1,80,1261,3,6344.171293
Thanisandra,4,2,117,1884,3,6210.191083
Thanisandra,2,1,54,965,2,5595.854922
Thanisandra,4,2,122,1930,3,6321.243523
Thanisandra,1,0,38.46,777,1,4949.80695
Thanisandra,4,2,120,1930,3,6217.61658
Thanisandra,1,2,50.4,760,1,6631.578947
Thanisandra,1,0,32.82,663,1,4950.226244
Thanisandra,3,2,115,1801,3,6385.341477
Thanisandra,4,1,220,3671,4,5992.917461
Thanisandra,2,2,90,1305,2,6896.551724
Thanisandra,4,2,125,1965,3,6361.323155
Thanisandra,3,2,100,1573,3,6357.279085
Thanisandra,4,2,130,1917,4,6781.429317
"Thanisandra Main Road, ",3,2,151,2357,3,6406.448876
"Thanisandra Main Road, ",4,3,183,2872,4,6371.866295
Thanisandra main road,3,1,455,3144,3,14472.01018
Thanisandra main road,4,2,590,4110,4,14355.23114
Thanisandra main road,4,2,602,4209,4,14302.68472
Thigalarapalya,2,2,103,1297,2,7941.403238
Thigalarapalya,2,2,95,1418,2,6699.576869
Thigalarapalya,2,2,103,1418,2,7263.751763
Thigalarapalya,2,2,101,1418,2,7122.708039
Thigalarapalya,2,2,104,1418,2,7334.273625
Thigalarapalya,5,2,225,3122,4,7206.918642
Thigalarapalya,2,2,103,1418,2,7263.751763
Thigalarapalya,4,2,159,2072,3,7673.745174
Thigalarapalya,2,2,106,1418,2,7475.317348
Thigalarapalya,2,2,104,1418,2,7334.273625
Thigalarapalya,2,2,105,1418,2,7404.795487
Thigalarapalya,2,2,104,1418,2,7334.273625
Thigalarapalya,2,2,106,1418,2,7475.317348
Thigalarapalya,4,2,155,2072,3,7480.694981
Thigalarapalya,4,2,135,1830,3,7377.04918
Thigalarapalya,2,2,105,1418,2,7404.795487
Thigalarapalya,4,2,160,2072,3,7722.007722
Thigalarapalya,4,2,160,2072,3,7722.007722
Thigalarapalya,4,2,155,2072,3,7480.694981
Thigalarapalya,4,2,153,2072,3,7384.169884
Thigalarapalya,4,2,157,2072,3,7577.220077
Thigalarapalya,2,2,105,1418,2,7404.795487
Thigalarapalya,5,2,249,3362,4,7406.30577
Thigalarapalya,4,1.584375738,325,4190,4,7756.563246
Thigalarapalya,2,2,105,1400,2,7500
Thigalarapalya,2,2,98,1297,2,7555.898227
Thippasandra,1,0,30,650,1,4615.384615
Thirumenahalli,2,3,42.33,1378,3,3071.843251
Thirumenahalli,2,1,39.5,1100,2,3590.909091
Thirumenahalli,2,2,36.69,1161,2,3160.206718
Thirumenahalli,2,3,36.69,1161,2,3160.206718
Thirumenahalli,2,2,70,1100,2,6363.636364
Thirumenahalli,3,2,56,1602,3,3495.630462
Thomas Town,2,1.584375738,59,1250,2,4720
Thubarahalli,4,3,239,3800,4,6289.473684
Thubarahalli,2,2,78,1200,2,6500
Thubarahalli,2,2,75,1128,2,6648.93617
Thubarahalli,2,2,65,1185,2,5485.232068
Thubarahalli,2,1,55,975,2,5641.025641
Thubarahalli,2,1,75,1330,2,5639.097744
Thubarahalli,2,1,70,1085,2,6451.612903
Thubarahalli,2,1,80,1216,2,6578.947368
Thubarahalli,2,2,79,1200,2,6583.333333
Thubarahalli,2,2,80,1200,2,6666.666667
Thubarahalli,2,2,79.55,1200,2,6629.166667
Thubarahalli,3,3,175,2625,3,6666.666667
Thubarahalli,2,1,50,975,2,5128.205128
Thubarahalli,3,2,101,1584,3,6376.262626
Thyagaraja Nagar,1,1,100,800,1,12500
Thyagaraja Nagar,4,2,145,2000,5,7250
Thyagaraja Nagar,2,2,95.25,1270,3,7500
Thyagaraja Nagar,2,1,68,1040,2,6538.461538
Tigalarpalya,3,2,117,1998,3,5855.855856
Tindlu,2,1,87,1500,3,5800
Tindlu,7,2,400,7500,7,5333.333333
Tindlu,2,2,65,1357,3,4789.977892
Tindlu,3,1,87,1500,3,5800
Tindlu,3,1,65,1370.07,3,4744.283139
Tindlu,2,2,59.8,1165,2,5133.04721
Tindlu,2,2,55,1050,2,5238.095238
Tindlu,2,2,55,1100,2,5000
Tirumanahalli,2,1,56.7,1255,2,4517.928287
Tirumanahalli,2,1,55,1260,2,4365.079365
Tumkur Road,3,3,95,1500,3,6333.333333
Tumkur Road,3,2,112,1779,3,6295.671726
Tumkur Road,3,1,100,1586,3,6305.17024
Tumkur Road,2,1,72,1098,2,6557.377049
Tumkur Road,3,1,90,1354,3,6646.971935
Tumkur Road,2,1,84,1240,3,6774.193548
Tumkur Road,2,1,82,1239,2,6618.240517
Tumkur Road,2,1,82,1246,2,6581.05939
Tumkur Road,3,3,100,1500,3,6666.666667
Tumkur Road,3,1,94,1416,3,6638.418079
Tumkur Road,2,1,60,1027,2,5842.259007
Tumkur Road,2,1,68.62,1027,2,6681.596884
Tumkur Road,2,1,95,1459,3,6511.309116
Tumkur Road,2,1,60,992,2,6048.387097
Tumkur Road,2,2,52.5,1066,2,4924.953096
Tumkur Road,2,1,79,1240,3,6370.967742
Tumkur Road,2,1,95,1441,3,6592.643997
Tumkur Road,2,1,83,1240,3,6693.548387
Tumkur Road,2,1,67,1027,2,6523.855891
Tumkur Road,3,1,85.86,1354,3,6341.211226
Tunganagara,2,2,54.21,1936,3,2800.103306
Tunganagara,2,1,35.56,1270,3,2800
Udaya Nagar,1,1,75,1000,2,7500
Udayapur Village,3,2,68.29,1630,3,4189.570552
Udayapur Village,2,2,60.33,1440,3,4189.583333
Udayapur Village,2,2,63.93,1440,3,4439.583333
Ullal Uppanagar,5,2,75,2400,6,3125
Ulsoor,3,2,215,2135,3,10070.25761
Ulsoor,2,1.584375738,120,1275,2,9411.764706
Ulsoor,2,0,60,1200,2,5000
Ulsoor,2,2,100,1180,2,8474.576271
Ulsoor,3,0,90,1340,3,6716.41791
Ulsoor,2,2,125,1500,3,8333.333333
Ulsoor,3,3,185,2000,3,9250
Ulsoor,2,3,120,1255,2,9561.752988
Ulsoor,4,2,185,1685,3,10979.22849
Ulsoor,3,2,170,2135,3,7962.529274
Ulsoor,2,1,130,1160,2,11206.89655
Upadhyaya Layout,2,1,67,1300,3,5153.846154
Upkar Layout,1,1,70,1050,1,6666.666667
Uttarahalli,2,3,62,1440,3,4305.555556
Uttarahalli,2,2,45,1143,2,3937.007874
Uttarahalli,2,2,45,1020,2,4411.764706
Uttarahalli,2,2,63,1286,2,4898.911353
Uttarahalli,2,0,45,1101,2,4087.19346
Uttarahalli,2,2,47,1175,2,4000
Uttarahalli,2,2,62.55,1390,3,4500
Uttarahalli,2,1,56,1330,3,4210.526316
Uttarahalli,2,3,45,1008,2,4464.285714
Uttarahalli,2,2,60.47,1390,3,4350.359712
Uttarahalli,3,3,66.68,1617,3,4123.685838
Uttarahalli,2,1,49,1150,2,4260.869565
Uttarahalli,2,1,56,1330,3,4210.526316
Uttarahalli,2,2,44,1200,2,3666.666667
Uttarahalli,2,1,30,882,2,3401.360544
Uttarahalli,2,1,39.71,993,2,3998.992951
Uttarahalli,2,1,45,1045,2,4306.220096
Uttarahalli,2,2,37.93,850,2,4462.352941
Uttarahalli,2,1,57,1345,3,4237.918216
Uttarahalli,2,1,43.55,1089,2,3999.081726
Uttarahalli,2,2,48,1279,2,3752.931978
